"source"	"volunteerId"	"activityName"	"feature"	"averageMeasure"
"train"	"8"	"SITTING"	"frequencyBodyAccelerationMeanZ"	-0.959436275869565
"train"	"8"	"SITTING"	"frequencyBodyAccelerationStandardDeviationX"	-0.978256730652174
"train"	"8"	"SITTING"	"frequencyBodyAccelerationStandardDeviationY"	-0.923829969347826
"train"	"8"	"SITTING"	"frequencyBodyAccelerationStandardDeviationZ"	-0.933889846521739
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.987730604130435
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.166638747782609
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.986147262608696
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMagnitudeMean"	-0.965806789347826
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.141126202673913
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.953251156521739
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMeanFrequencyX"	0.116741556823913
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.261139449513043
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMeanFrequencyZ"	-0.0430176558469565
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMeanX"	-0.982200309782609
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMeanY"	-0.97658989
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeMeanZ"	-0.961798676956522
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeStandardDeviationX"	-0.985339301521739
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeStandardDeviationY"	-0.96892443326087
"train"	"8"	"SITTING"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.962632253913044
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkMagnitudeMean"	-0.986061512173913
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.980667377391304
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkMeanX"	0.0786713761086957
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkMeanY"	-0.00657516306713044
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkMeanZ"	-0.0106808920069565
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkStandardDeviationX"	-0.985188753695652
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkStandardDeviationY"	-0.980784606086957
"train"	"8"	"SITTING"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.985285807173913
"train"	"8"	"SITTING"	"timeBodyAccelerationMagnitudeMean"	-0.952139704347826
"train"	"8"	"SITTING"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.929943615630435
"train"	"8"	"SITTING"	"timeBodyAccelerationMeanX"	0.267491472934783
"train"	"8"	"SITTING"	"timeBodyAccelerationMeanY"	-0.00672550621304348
"train"	"8"	"SITTING"	"timeBodyAccelerationMeanZ"	-0.104461049130435
"train"	"8"	"SITTING"	"timeBodyAccelerationStandardDeviationX"	-0.979026152391304
"train"	"8"	"SITTING"	"timeBodyAccelerationStandardDeviationY"	-0.927331997021739
"train"	"8"	"SITTING"	"timeBodyAccelerationStandardDeviationZ"	-0.939553030217391
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.991807428043478
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.986756670869565
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkMeanX"	-0.0923150250434783
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkMeanY"	-0.0402673770652174
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkMeanZ"	-0.0445732240217391
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.993264647391304
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.98887627673913
"train"	"8"	"SITTING"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.985241405434783
"train"	"8"	"SITTING"	"timeBodyGyroscopeMagnitudeMean"	-0.93268224326087
"train"	"8"	"SITTING"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.953001632173913
"train"	"8"	"SITTING"	"timeBodyGyroscopeMeanX"	-0.0547396987173913
"train"	"8"	"SITTING"	"timeBodyGyroscopeMeanY"	-0.0955089236521739
"train"	"8"	"SITTING"	"timeBodyGyroscopeMeanZ"	0.0716048809782609
"train"	"8"	"SITTING"	"timeBodyGyroscopeStandardDeviationX"	-0.984524052826087
"train"	"8"	"SITTING"	"timeBodyGyroscopeStandardDeviationY"	-0.97150069673913
"train"	"8"	"SITTING"	"timeBodyGyroscopeStandardDeviationZ"	-0.959623548478261
"train"	"8"	"SITTING"	"timeGravityAccelerationMagnitudeMean"	-0.952139704347826
"train"	"8"	"SITTING"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.929943615630435
"train"	"8"	"SITTING"	"timeGravityAccelerationMeanX"	0.832453878043478
"train"	"8"	"SITTING"	"timeGravityAccelerationMeanY"	0.240095117065217
"train"	"8"	"SITTING"	"timeGravityAccelerationMeanZ"	0.263895185521739
"train"	"8"	"SITTING"	"timeGravityAccelerationStandardDeviationX"	-0.966757967173913
"train"	"8"	"SITTING"	"timeGravityAccelerationStandardDeviationY"	-0.937462301369565
"train"	"8"	"SITTING"	"timeGravityAccelerationStandardDeviationZ"	-0.935475331521739
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.979745872037037
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.308060633885185
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.979135440925926
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.267296230824074
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.0598195579537037
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.0692831244296296
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMeanX"	-0.989029238518519
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMeanY"	-0.976177675
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkMeanZ"	-0.979477193333333
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.990414086851852
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.97858173
"train"	"8"	"STANDING"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.984465744444444
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMagnitudeMean"	-0.953746070740741
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.110646845581481
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.938628186322222
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMeanFrequencyX"	0.0231155666555556
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMeanFrequencyY"	0.0771842726148148
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMeanFrequencyZ"	0.121181473814815
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMeanX"	-0.988219862222222
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMeanY"	-0.9500491
"train"	"8"	"STANDING"	"frequencyBodyAccelerationMeanZ"	-0.950362935555556
"train"	"8"	"STANDING"	"frequencyBodyAccelerationStandardDeviationX"	-0.98918374962963
"train"	"8"	"STANDING"	"frequencyBodyAccelerationStandardDeviationY"	-0.936231722777778
"train"	"8"	"STANDING"	"frequencyBodyAccelerationStandardDeviationZ"	-0.919744963888889
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.983709233333333
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.179173689962963
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.981832336296296
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMagnitudeMean"	-0.964564224074074
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.108780315687387
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.954119826296296
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.154243187048148
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.197392513112963
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMeanFrequencyZ"	0.0222011082111111
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMeanX"	-0.969677435925926
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMeanY"	-0.972595487037037
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeMeanZ"	-0.975512276666667
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeStandardDeviationX"	-0.974200997592593
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeStandardDeviationY"	-0.968055495925926
"train"	"8"	"STANDING"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.975976456111111
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkMagnitudeMean"	-0.984920797777778
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.979932239074074
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkMeanX"	0.0753739045185185
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkMeanY"	0.00814951727462963
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkMeanZ"	0.00322153267648148
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkStandardDeviationX"	-0.989198879814815
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkStandardDeviationY"	-0.976442140740741
"train"	"8"	"STANDING"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.982610899259259
"train"	"8"	"STANDING"	"timeBodyAccelerationMagnitudeMean"	-0.953762884074074
"train"	"8"	"STANDING"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.937187185222222
"train"	"8"	"STANDING"	"timeBodyAccelerationMeanX"	0.279620986111111
"train"	"8"	"STANDING"	"timeBodyAccelerationMeanY"	-0.0148113067148148
"train"	"8"	"STANDING"	"timeBodyAccelerationMeanZ"	-0.106114996837037
"train"	"8"	"STANDING"	"timeBodyAccelerationStandardDeviationX"	-0.988815418148148
"train"	"8"	"STANDING"	"timeBodyAccelerationStandardDeviationY"	-0.938479429074074
"train"	"8"	"STANDING"	"timeBodyAccelerationStandardDeviationZ"	-0.926065255185185
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.987580587777778
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.982460332222222
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkMeanX"	-0.097757576
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkMeanY"	-0.0485190684259259
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkMeanZ"	-0.0478483225666667
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.981573085740741
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.985508765185185
"train"	"8"	"STANDING"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.989270900740741
"train"	"8"	"STANDING"	"timeBodyGyroscopeMagnitudeMean"	-0.952848496851852
"train"	"8"	"STANDING"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.95322478962963
"train"	"8"	"STANDING"	"timeBodyGyroscopeMeanX"	-0.0219671978203704
"train"	"8"	"STANDING"	"timeBodyGyroscopeMeanY"	-0.0280117633814815
"train"	"8"	"STANDING"	"timeBodyGyroscopeMeanZ"	0.063688907
"train"	"8"	"STANDING"	"timeBodyGyroscopeStandardDeviationX"	-0.972990379814815
"train"	"8"	"STANDING"	"timeBodyGyroscopeStandardDeviationY"	-0.969421045555556
"train"	"8"	"STANDING"	"timeBodyGyroscopeStandardDeviationZ"	-0.974118322407407
"train"	"8"	"STANDING"	"timeGravityAccelerationMagnitudeMean"	-0.953762884074074
"train"	"8"	"STANDING"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.937187185222222
"train"	"8"	"STANDING"	"timeGravityAccelerationMeanX"	0.957669921111111
"train"	"8"	"STANDING"	"timeGravityAccelerationMeanY"	-0.0904603488214815
"train"	"8"	"STANDING"	"timeGravityAccelerationMeanZ"	-0.0979392024814815
"train"	"8"	"STANDING"	"timeGravityAccelerationStandardDeviationX"	-0.987690217222222
"train"	"8"	"STANDING"	"timeGravityAccelerationStandardDeviationY"	-0.958904114074074
"train"	"8"	"STANDING"	"timeGravityAccelerationStandardDeviationZ"	-0.918293913703704
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.123834409766667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.176189876266667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.276436130125
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMeanFrequencyX"	-0.345898115416667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.4192779011875
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	-0.2474853992125
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMeanX"	-0.311198711041667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMeanY"	0.0796832872416667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkMeanZ"	-0.361563262083333
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.271448185291667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkStandardDeviationY"	0.315883536479167
"train"	"8"	"WALKING"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.4044825094375
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMagnitudeMean"	-0.09521728274375
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.204080887916667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.360818978541667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMeanFrequencyX"	-0.380892405770833
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMeanFrequencyY"	0.00356163764166667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMeanFrequencyZ"	0.111947205354167
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMeanX"	-0.247389011875
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMeanY"	0.316982393333333
"train"	"8"	"WALKING"	"frequencyBodyAccelerationMeanZ"	-0.238634594791667
"train"	"8"	"WALKING"	"frequencyBodyAccelerationStandardDeviationX"	-0.148386858858333
"train"	"8"	"WALKING"	"frequencyBodyAccelerationStandardDeviationY"	0.32484493125
"train"	"8"	"WALKING"	"frequencyBodyAccelerationStandardDeviationZ"	-0.158437341970833
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.473026230833333
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.294590006666667
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.581240190833333
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMagnitudeMean"	-0.301241848645833
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	0.0890005737952083
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.327459577895833
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.176032065666667
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.102881607560417
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMeanFrequencyZ"	-0.218800753760417
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMeanX"	-0.102063053808333
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMeanY"	-0.259729692333333
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeMeanZ"	-0.132902199479167
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeStandardDeviationX"	-0.234252005895833
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeStandardDeviationY"	-0.1908057215
"train"	"8"	"WALKING"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.1429742348125
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkMagnitudeMean"	-0.0668322430433333
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.184571053979167
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkMeanX"	0.0703393490833333
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkMeanY"	-0.00603947514583333
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkMeanZ"	-0.000673798876875
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkStandardDeviationX"	-0.2586886278125
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkStandardDeviationY"	0.233987544458333
"train"	"8"	"WALKING"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.383200596479167
"train"	"8"	"WALKING"	"timeBodyAccelerationMagnitudeMean"	0.0516786278104167
"train"	"8"	"WALKING"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.1804072826
"train"	"8"	"WALKING"	"timeBodyAccelerationMeanX"	0.27468631
"train"	"8"	"WALKING"	"timeBodyAccelerationMeanY"	-0.0186628865310417
"train"	"8"	"WALKING"	"timeBodyAccelerationMeanZ"	-0.107252090833333
"train"	"8"	"WALKING"	"timeBodyAccelerationStandardDeviationX"	-0.173605736002083
"train"	"8"	"WALKING"	"timeBodyAccelerationStandardDeviationY"	0.380782052708333
"train"	"8"	"WALKING"	"timeBodyAccelerationStandardDeviationZ"	-0.1420885318125
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.339129269583333
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.502957255416667
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkMeanX"	-0.135886431360417
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkMeanY"	-0.0314880905541667
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkMeanZ"	-0.0522683965333333
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.2460827504375
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.428055700208333
"train"	"8"	"WALKING"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.388446971666667
"train"	"8"	"WALKING"	"timeBodyGyroscopeMagnitudeMean"	-0.00310243820125
"train"	"8"	"WALKING"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.238746703958333
"train"	"8"	"WALKING"	"timeBodyGyroscopeMeanX"	0.0235088228254167
"train"	"8"	"WALKING"	"timeBodyGyroscopeMeanY"	-0.095791790535
"train"	"8"	"WALKING"	"timeBodyGyroscopeMeanZ"	0.0509657915395833
"train"	"8"	"WALKING"	"timeBodyGyroscopeStandardDeviationX"	-0.1992097184375
"train"	"8"	"WALKING"	"timeBodyGyroscopeStandardDeviationY"	-0.2119972775
"train"	"8"	"WALKING"	"timeBodyGyroscopeStandardDeviationZ"	-0.0754447842395833
"train"	"8"	"WALKING"	"timeGravityAccelerationMagnitudeMean"	0.0516786278104167
"train"	"8"	"WALKING"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.1804072826
"train"	"8"	"WALKING"	"timeGravityAccelerationMeanX"	0.913586347916667
"train"	"8"	"WALKING"	"timeGravityAccelerationMeanY"	-0.217102194583333
"train"	"8"	"WALKING"	"timeGravityAccelerationMeanZ"	-0.186267836962021
"train"	"8"	"WALKING"	"timeGravityAccelerationStandardDeviationX"	-0.974752050208333
"train"	"8"	"WALKING"	"timeGravityAccelerationStandardDeviationY"	-0.956781505625
"train"	"8"	"WALKING"	"timeGravityAccelerationStandardDeviationZ"	-0.956640104791667
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMagnitudeMean"	0.331528459921053
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.181422535965789
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	0.134734731236842
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMeanFrequencyX"	-0.170997897197368
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.337650965236842
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	-0.180391338523684
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMeanX"	0.214841402815789
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMeanY"	0.220639687868421
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkMeanZ"	0.0586096890447368
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkStandardDeviationX"	0.172658982065789
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkStandardDeviationY"	0.273943791773684
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.0846674186842105
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMagnitudeMean"	0.301626757315789
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.229144569581579
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.156141093578947
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMeanFrequencyX"	-0.200757851
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMeanFrequencyY"	0.0511555478315789
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMeanFrequencyZ"	0.223078489563158
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMeanX"	0.136590199860526
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMeanY"	0.388412779763158
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationMeanZ"	0.159589756534211
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationStandardDeviationX"	-0.0260463260078947
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationStandardDeviationY"	0.232184078052632
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyAccelerationStandardDeviationZ"	0.0214914840105263
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.125179586744737
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.242843618736842
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.26298447
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMagnitudeMean"	-0.00036272967368421
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	0.267675982868421
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.255590314210526
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.177172958760526
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMeanFrequencyY"	0.0716794237631579
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMeanFrequencyZ"	-0.00513040190789474
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMeanX"	-0.130740445236842
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMeanY"	0.116090879026316
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeMeanZ"	0.0277498065176316
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeStandardDeviationX"	-0.302735102631579
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeStandardDeviationY"	-0.0461356322868421
"train"	"8"	"WALKING_DOWNSTAIRS"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.268253406210526
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkMagnitudeMean"	0.262628490268421
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	0.2534082561
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkMeanX"	0.118938088342105
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkMeanY"	-0.0380193846210526
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkMeanZ"	-0.0394356157631579
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkStandardDeviationX"	0.250143724521053
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkStandardDeviationY"	0.288140718789474
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.0135136269
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationMagnitudeMean"	0.176599311818421
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationMagnitudeStandardDeviation"	0.131337867236842
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationMeanX"	0.283484089210526
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationMeanY"	-0.0211058674973684
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationMeanZ"	-0.107598135394737
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationStandardDeviationX"	0.0241393473736842
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationStandardDeviationY"	0.343826273105263
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyAccelerationStandardDeviationZ"	0.1337170395
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.126189142894737
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.157484866842105
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkMeanX"	-0.0349283489710526
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkMeanY"	-0.0534969692794737
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkMeanZ"	-0.0867903297078947
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.267887897328947
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.0704526510842105
"train"	"8"	"WALKING_DOWNSTAIRS"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.1896044435
